family,instance,algorithm,seed,cutoff,runtime_sec,cover_size,ref_value,rel_err,solution_file,trace_file
large,large1,LS2,20,2,2.24341345900001,3321,3303,0.005449591280653951,large1_LS2_2_20.sol,large1_LS2_2_20.trace
large,large10,Approx,1,2,0.2916839999999894,933,933,0.0,large10_Approx_2.sol,
large,large10,BnB,1,2,2.331298916999998,933,933,0.0,large10_BnB_2.sol,large10_BnB_2.trace
large,large10,LS1,1,2,2.354682708000013,933,933,0.0,large10_LS1_2_1.sol,large10_LS1_2_1.trace
large,large10,LS1,2,2,2.321971041999987,933,933,0.0,large10_LS1_2_2.sol,large10_LS1_2_2.trace
large,large10,LS1,3,2,2.314204624999988,933,933,0.0,large10_LS1_2_3.sol,large10_LS1_2_3.trace
large,large10,LS1,4,2,2.319949957999995,933,933,0.0,large10_LS1_2_4.sol,large10_LS1_2_4.trace
large,large10,LS1,5,2,2.3474112499999933,933,933,0.0,large10_LS1_2_5.sol,large10_LS1_2_5.trace
large,large10,LS1,6,2,2.345622707999979,933,933,0.0,large10_LS1_2_6.sol,large10_LS1_2_6.trace
large,large10,LS1,7,2,2.300663541000006,933,933,0.0,large10_LS1_2_7.sol,large10_LS1_2_7.trace
large,large10,LS1,8,2,2.4190965420000055,933,933,0.0,large10_LS1_2_8.sol,large10_LS1_2_8.trace
large,large10,LS1,9,2,2.4145470409999916,933,933,0.0,large10_LS1_2_9.sol,large10_LS1_2_9.trace
large,large10,LS1,10,2,2.388797665999988,933,933,0.0,large10_LS1_2_10.sol,large10_LS1_2_10.trace
large,large10,LS1,11,2,2.379223582999998,933,933,0.0,large10_LS1_2_11.sol,large10_LS1_2_11.trace
large,large10,LS1,12,2,2.324329083000009,933,933,0.0,large10_LS1_2_12.sol,large10_LS1_2_12.trace
large,large10,LS1,13,2,2.4201919590000216,933,933,0.0,large10_LS1_2_13.sol,large10_LS1_2_13.trace
large,large10,LS1,14,2,2.5600670420000142,933,933,0.0,large10_LS1_2_14.sol,large10_LS1_2_14.trace
large,large10,LS1,15,2,2.5755377919999773,933,933,0.0,large10_LS1_2_15.sol,large10_LS1_2_15.trace
large,large10,LS1,16,2,2.494992916000001,933,933,0.0,large10_LS1_2_16.sol,large10_LS1_2_16.trace
large,large10,LS1,17,2,2.5094913750000103,933,933,0.0,large10_LS1_2_17.sol,large10_LS1_2_17.trace
